Country,Year,Disease Name,Disease Category,Prevalence Rate (%),Incidence Rate (%),Mortality Rate (%),Age Group,Gender,Population Affected,Healthcare Access (%),Doctors per 1000,Hospital Beds per 1000,Treatment Type,Average Treatment Cost (USD),Availability of Vaccines/Treatment,Recovery Rate (%),DALYs,Improvement in 5 Years (%),Per Capita Income (USD),Education Index,Urbanization Rate (%)
India,2020,Diabetes,Viral,6.64,2.77,3.98,19-35,Other,807906,80.8,1.52,1.46,Surgery,36253,Yes,62.15,3071,2.57,80346,0.62,75.58
Nigeria,2004,Diabetes,Cardiovascular,14.88,2.41,7.88,19-35,Other,643922,65.78,1.57,9.53,Therapy,34727,Yes,98.88,2671,7.46,1293,0.81,20.67
Germany,2014,Diabetes,Chronic,18.59,11.69,8.04,19-35,Female,176921,93.63,1.89,3.67,Therapy,2212,No,80.31,108,2.59,55559,0.65,31.8
Japan,2007,Diabetes,Parasitic,19.58,5.08,7.96,19-35,Male,426318,99.48,2.45,4.21,Surgery,48111,Yes,65.4,3383,6.21,25264,0.74,31.94
Mexico,2022,Diabetes,Infectious,1.88,5.92,0.46,19-35,Male,338772,97.35,1.73,3.9,Surgery,32363,Yes,67.07,2047,9.46,59861,0.83,42.22
India,2021,Diabetes,Respiratory,12.48,0.8,6.73,61+,Other,64136,72.65,4.63,9.38,Surgery,24960,Yes,58.63,1155,1.62,33626,0.65,89.58
Australia,2007,Diabetes,Cardiovascular,4.66,14.01,8.12,0-18,Other,589798,86.34,3.43,3.89,Medication,36753,Yes,88.49,2475,9.08,42321,0.89,77.48
South Africa,2013,Diabetes,Metabolic,2.55,3.11,9.84,61+,Other,644202,76.15,3.38,8.34,Therapy,41251,Yes,61.24,2784,6.36,48578,0.86,84.22
Russia,2008,Diabetes,Metabolic,16.95,12.96,7.08,19-35,Other,528801,99.82,4.91,4.83,Vaccination,45396,Yes,53.73,674,9.86,58867,0.83,35.64
USA,2020,Diabetes,Metabolic,1.81,11.27,7.86,36-60,Other,167478,62.25,1.34,1.5,Surgery,25370,Yes,87.79,4793,6.9,81110,0.86,55.31
Brazil,2023,Diabetes,Bacterial,9.8,9.5,9.3,19-35,Other,568425,86.79,3.33,4.86,Vaccination,26038,Yes,94.68,13,3.05,76650,0.7,83.4
Saudi Arabia,2003,Diabetes,Chronic,14.34,6.16,2.02,0-18,Female,931504,57.41,1.24,6.26,Therapy,43814,Yes,81.72,714,9.85,59826,0.79,84.3
Mexico,2013,Diabetes,Neurological,6.14,11.23,8.67,61+,Other,994597,86.03,2.91,4.02,Therapy,37387,No,82.06,2806,5.45,46246,0.65,56.3
Japan,2020,Diabetes,Infectious,12.98,12.72,3.81,19-35,Female,407101,81.77,0.7,9.45,Medication,1463,No,64.97,1324,9.79,94957,0.83,25.92
India,2010,Diabetes,Respiratory,6.46,5.07,9.21,36-60,Female,113258,95.39,3.82,9.2,Therapy,20880,Yes,65.82,3476,4.69,74972,0.5,44.62
Argentina,2022,Diabetes,Respiratory,10.2,11.52,1.91,61+,Male,350729,72.94,4.14,3.46,Surgery,14963,No,77.74,2862,7.6,69011,0.83,83.66
Nigeria,2024,Diabetes,Metabolic,5.61,3.27,3.74,61+,Female,286257,72.38,1.28,8.37,Medication,17107,No,51.24,2842,0.71,3989,0.63,23.87
UK,2000,Diabetes,Viral,13.92,5.41,9.31,19-35,Other,501175,61.34,4.24,6.68,Medication,43192,No,95.64,4130,9.1,20678,0.51,60.83
South Africa,2011,Diabetes,Chronic,3.44,1.34,9.49,61+,Other,906481,75.48,2.8,3.72,Medication,21422,No,62.89,4189,6.09,26859,0.85,24.71
Brazil,2022,Diabetes,Respiratory,15.92,11.18,6.88,36-60,Other,896041,55.03,3.36,9.03,Therapy,34449,Yes,86.62,3690,0.67,5762,0.78,26.42
Japan,2000,Diabetes,Cardiovascular,1.4,11.08,3.64,61+,Other,896902,57.23,3.07,1.23,Therapy,19695,No,80.81,3114,8.66,2961,0.55,89.24
Italy,2016,Diabetes,Chronic,13.18,14.51,8.44,36-60,Male,793656,61.29,1.73,9.21,Medication,13384,No,74.23,2541,9.25,30046,0.86,39.05
France,2017,Diabetes,Respiratory,7.41,13.74,4.84,36-60,Female,492187,50.2,2.17,4.15,Medication,45361,No,90.41,3900,5.91,82709,0.72,57.59
Mexico,2022,Diabetes,Autoimmune,13.11,12.88,9.46,36-60,Other,830125,76.25,4.59,9.89,Surgery,14885,No,53.97,2022,1.83,7747,0.53,32.82
China,2023,Diabetes,Neurological,11.45,4.5,5.32,19-35,Male,758031,82.54,1.37,5.08,Therapy,35533,Yes,87.51,1827,3.26,63785,0.63,29.7
Brazil,2010,Diabetes,Neurological,2.88,6.27,8.47,61+,Female,405047,61.23,3.94,6.38,Medication,46807,Yes,97.29,185,9.08,29258,0.66,79.24
South Africa,2007,Diabetes,Viral,14.2,8.84,2.15,61+,Other,601758,79.44,4.24,5.95,Medication,8298,Yes,83.95,1695,1.64,78751,0.44,73.45
India,2024,Diabetes,Neurological,4.96,4.72,5.3,19-35,Male,343200,52.9,3.61,4.29,Therapy,47102,Yes,98.12,1815,6.91,54318,0.6,45.02
Canada,2016,Diabetes,Bacterial,13.98,8.73,2.62,61+,Other,936054,90.01,2.63,3.19,Therapy,44747,Yes,72.48,676,3.77,12090,0.68,51.51
Canada,2018,Diabetes,Metabolic,15.23,14.63,3.46,0-18,Female,899372,75.02,3.85,2.28,Vaccination,30764,Yes,67.03,1925,0.08,35419,0.77,20.65
Germany,2000,Diabetes,Autoimmune,14.54,10.83,1.57,61+,Female,75934,52.13,0.66,4.25,Medication,28469,No,79.44,3632,5.87,30832,0.84,83.47
South Africa,2005,Diabetes,Neurological,12.77,0.19,4.73,36-60,Other,644479,99.91,4.05,4.83,Therapy,32076,Yes,56.65,679,9.42,39146,0.77,40.26
Australia,2001,Diabetes,Metabolic,1.64,1.4,1.33,36-60,Other,847993,93.75,4.14,6.65,Surgery,33937,No,93.04,1348,5.28,52150,0.59,69.4
South Korea,2004,Diabetes,Cardiovascular,16.96,3.16,0.18,19-35,Female,883924,66.08,0.54,5.16,Surgery,33497,No,55.8,4252,0.84,27097,0.7,66.18
Turkey,2017,Diabetes,Infectious,6.12,3.47,4.99,36-60,Male,284284,85.18,4.39,7.46,Medication,33084,No,77.43,2831,1.92,39236,0.7,50.61
Turkey,2022,Diabetes,Chronic,5.92,2.46,6.24,61+,Female,283309,75.31,3.75,3.46,Vaccination,8645,No,83.27,3270,6.69,93122,0.52,78.46
Saudi Arabia,2001,Diabetes,Respiratory,8.0,8.04,3.22,61+,Female,744434,96.7,4.58,8.11,Therapy,1593,Yes,77.13,2517,9.07,34474,0.88,38.84
Saudi Arabia,2019,Diabetes,Bacterial,7.78,12.64,7.67,19-35,Female,890129,83.88,3.89,0.94,Surgery,7980,Yes,77.61,4802,1.7,71018,0.8,64.68
South Korea,2018,Diabetes,Neurological,9.87,5.52,7.7,61+,Male,351897,51.8,4.59,5.86,Vaccination,6911,Yes,71.59,2823,0.02,83677,0.83,22.96
South Korea,2004,Diabetes,Autoimmune,16.97,12.26,6.69,61+,Male,706711,64.61,0.98,2.08,Surgery,46715,No,98.67,318,9.77,27942,0.67,49.62
Italy,2004,Diabetes,Parasitic,1.77,10.92,5.14,0-18,Female,765047,62.73,2.42,7.7,Therapy,44079,No,93.47,1563,0.32,37594,0.65,74.68
Italy,2010,Diabetes,Parasitic,9.24,7.65,8.29,61+,Male,276517,51.95,2.31,2.48,Medication,43662,Yes,69.23,481,9.13,43852,0.75,77.35
France,2003,Diabetes,Neurological,6.78,2.76,9.06,36-60,Male,937851,94.72,1.71,3.51,Vaccination,30230,Yes,60.87,3153,7.53,44586,0.49,44.34
Australia,2006,Diabetes,Infectious,15.44,1.2,6.46,19-35,Male,35236,65.25,3.78,5.54,Vaccination,40597,Yes,65.05,435,8.02,8345,0.53,80.14
Mexico,2022,Diabetes,Respiratory,14.98,11.04,2.88,61+,Other,312374,52.67,3.09,3.13,Vaccination,31596,No,93.5,4880,5.26,19850,0.86,51.78
France,2012,Diabetes,Parasitic,9.29,2.11,3.57,36-60,Other,68676,93.97,3.18,0.6,Vaccination,23573,No,64.69,4260,6.4,18706,0.8,88.08
Germany,2003,Diabetes,Metabolic,10.83,13.55,0.73,61+,Male,553690,64.92,4.03,7.92,Medication,5656,No,69.97,1718,5.08,94062,0.87,25.1
Japan,2022,Diabetes,Metabolic,11.04,8.34,7.05,36-60,Other,192221,84.76,1.04,3.05,Surgery,29803,Yes,87.78,1300,1.22,78326,0.74,24.87
Germany,2004,Diabetes,Parasitic,8.2,12.63,7.97,61+,Male,759912,64.57,3.84,1.77,Medication,12350,Yes,63.22,3810,2.57,75297,0.47,65.49
Canada,2015,Diabetes,Chronic,11.77,12.75,2.6,61+,Other,947205,71.4,3.35,4.1,Medication,22382,No,83.92,1226,5.08,45816,0.77,77.8
Argentina,2018,Diabetes,Neurological,1.88,0.51,3.73,19-35,Male,107658,76.67,1.16,6.69,Vaccination,26983,Yes,88.82,874,8.33,502,0.64,41.22
Russia,2009,Diabetes,Bacterial,12.74,9.57,9.04,19-35,Female,246777,59.56,0.66,1.29,Vaccination,24461,Yes,87.35,1148,0.27,89832,0.47,80.17
Italy,2002,Diabetes,Respiratory,0.77,0.22,9.05,19-35,Other,773641,61.55,3.21,6.62,Medication,46519,Yes,76.44,2795,8.02,24419,0.66,86.74
China,2004,Diabetes,Viral,16.87,8.25,5.88,36-60,Female,792255,79.29,3.22,2.57,Therapy,12872,No,72.25,1757,9.27,58219,0.81,64.81
South Africa,2005,Diabetes,Infectious,0.8,10.22,3.56,61+,Male,873260,75.83,4.49,6.65,Vaccination,24416,Yes,65.15,4155,5.85,57969,0.4,66.29
Australia,2014,Diabetes,Metabolic,7.63,5.69,8.93,19-35,Other,453685,80.9,1.06,0.78,Surgery,11615,Yes,84.74,1688,7.72,45521,0.43,45.24
South Africa,2006,Diabetes,Infectious,2.44,11.63,6.57,36-60,Other,156677,86.85,3.92,7.17,Surgery,2535,Yes,60.97,2335,7.56,70829,0.89,82.58
Turkey,2020,Diabetes,Metabolic,18.08,5.86,5.5,0-18,Other,744194,53.46,0.55,5.15,Vaccination,3571,No,79.63,2731,1.17,91151,0.68,35.32
Indonesia,2012,Diabetes,Neurological,18.07,5.27,2.28,36-60,Female,926631,95.0,2.41,5.82,Medication,40973,No,89.62,2025,3.53,24898,0.53,87.45
India,2020,Diabetes,Cardiovascular,8.77,12.41,9.67,0-18,Female,163553,64.09,3.37,2.83,Medication,45791,Yes,50.91,715,8.71,11213,0.71,85.25
Indonesia,2010,Diabetes,Viral,16.02,8.74,8.56,36-60,Female,76936,81.36,3.0,9.46,Vaccination,36961,No,83.61,1219,9.32,60602,0.66,70.71
Italy,2012,Diabetes,Bacterial,7.63,7.72,6.98,19-35,Female,945489,83.36,2.48,6.14,Medication,8848,Yes,74.82,4498,0.59,25057,0.67,56.01
India,2022,Diabetes,Infectious,6.45,8.86,8.94,0-18,Other,662389,78.04,3.19,6.65,Surgery,27835,Yes,57.8,4950,3.23,29600,0.62,59.16
France,2013,Diabetes,Chronic,1.61,5.25,4.51,19-35,Male,738288,72.61,1.67,3.99,Surgery,16694,No,88.1,3164,3.26,5450,0.88,68.93
Argentina,2006,Diabetes,Viral,2.12,0.46,8.79,36-60,Other,253708,83.07,3.8,7.04,Therapy,6623,No,61.54,2722,7.42,37895,0.63,58.15
Nigeria,2006,Diabetes,Genetic,17.21,2.86,7.16,61+,Male,97537,99.24,3.0,2.31,Therapy,12650,Yes,63.1,3950,9.63,75416,0.7,88.63
Germany,2016,Diabetes,Parasitic,13.89,10.44,6.58,19-35,Female,993102,95.45,1.08,3.78,Vaccination,28203,No,50.66,4138,5.04,93939,0.81,58.94
Mexico,2023,Diabetes,Neurological,13.25,10.57,1.89,61+,Other,233704,96.47,3.0,5.69,Vaccination,27537,Yes,86.04,3467,5.04,37250,0.68,32.27
Germany,2007,Diabetes,Genetic,9.59,2.85,4.4,0-18,Female,231021,64.77,3.78,8.75,Medication,16806,Yes,67.19,2598,2.07,39607,0.5,22.73
Indonesia,2008,Diabetes,Cardiovascular,19.93,7.73,5.03,36-60,Other,320527,51.23,4.18,2.83,Surgery,23698,Yes,87.12,2247,0.46,13516,0.43,23.44
Saudi Arabia,2007,Diabetes,Metabolic,16.57,0.85,1.89,61+,Female,91086,83.65,4.4,8.07,Vaccination,41058,No,63.48,1051,3.69,32781,0.57,26.53
Germany,2012,Diabetes,Parasitic,16.82,0.92,2.01,19-35,Other,114831,79.03,0.54,7.88,Surgery,27450,No,97.23,3963,2.7,29067,0.77,55.27
Germany,2023,Diabetes,Autoimmune,19.0,6.54,8.31,19-35,Female,835375,74.75,2.34,1.87,Therapy,3902,Yes,64.42,543,4.43,96252,0.82,43.89
USA,2013,Diabetes,Metabolic,15.27,7.86,0.96,19-35,Female,226851,58.25,2.0,7.54,Surgery,26735,Yes,53.36,1444,1.11,86402,0.57,61.68
Australia,2012,Diabetes,Viral,10.57,3.63,7.93,0-18,Male,30357,86.31,1.54,3.05,Vaccination,11452,Yes,91.47,1157,8.59,17846,0.65,58.47
South Africa,2005,Diabetes,Parasitic,4.47,2.68,7.3,0-18,Male,505613,58.64,3.7,8.75,Surgery,28240,Yes,72.61,740,4.41,568,0.53,84.58
USA,2007,Diabetes,Chronic,10.09,11.17,8.19,36-60,Other,385542,76.13,0.58,1.52,Surgery,5322,Yes,87.55,586,9.39,15030,0.43,83.51
Mexico,2011,Diabetes,Neurological,1.78,5.7,0.46,36-60,Female,847302,79.54,3.56,3.05,Surgery,9409,Yes,73.09,3965,8.54,38470,0.84,61.07
UK,2014,Diabetes,Chronic,6.57,5.58,4.4,61+,Other,894820,65.91,3.11,5.85,Vaccination,7334,No,50.73,4357,5.31,90076,0.55,67.13
Argentina,2015,Diabetes,Metabolic,12.74,10.56,4.28,36-60,Female,455952,55.51,3.37,1.19,Vaccination,10683,Yes,73.73,1843,8.25,51835,0.63,24.26
South Africa,2006,Diabetes,Cardiovascular,6.74,11.65,4.0,61+,Female,471069,55.11,4.15,4.23,Therapy,10074,Yes,72.28,1214,3.73,42954,0.51,24.4
Turkey,2019,Diabetes,Genetic,14.45,1.73,7.74,36-60,Female,487718,79.69,0.63,4.97,Surgery,12947,Yes,57.74,188,6.07,15428,0.65,42.68
Canada,2015,Diabetes,Cardiovascular,16.4,3.63,3.66,19-35,Other,486034,94.71,3.68,4.08,Therapy,37029,Yes,98.1,1196,8.33,12600,0.79,46.99
Australia,2019,Diabetes,Parasitic,2.59,2.38,5.25,19-35,Other,511871,73.84,4.89,4.94,Therapy,13535,Yes,67.48,2829,5.99,7041,0.88,66.56
Saudi Arabia,2006,Diabetes,Autoimmune,4.69,5.17,6.16,36-60,Other,770123,84.58,1.28,1.98,Therapy,3538,No,87.58,4756,2.77,89397,0.89,47.46
Nigeria,2002,Diabetes,Viral,11.46,10.86,6.65,36-60,Female,749106,82.89,4.07,1.94,Vaccination,38734,No,76.25,4040,2.28,75210,0.77,77.16
Nigeria,2023,Diabetes,Parasitic,5.8,3.06,0.75,0-18,Other,950062,53.66,4.61,9.6,Vaccination,7462,No,59.7,1385,7.93,69483,0.53,75.1
UK,2011,Diabetes,Metabolic,12.52,4.73,8.36,0-18,Other,193771,98.43,3.06,3.97,Vaccination,31088,Yes,65.42,3801,5.47,38177,0.43,52.3
South Korea,2012,Diabetes,Genetic,13.94,6.56,4.91,0-18,Male,214570,76.64,1.53,0.76,Vaccination,41480,No,90.52,1158,9.43,44803,0.4,40.57
Australia,2016,Diabetes,Parasitic,20.0,10.91,8.94,61+,Male,171145,90.98,2.54,2.13,Therapy,16136,No,78.48,4501,9.93,99107,0.46,68.55
Canada,2021,Diabetes,Metabolic,7.04,4.82,7.53,61+,Other,878224,50.48,1.6,2.37,Vaccination,31233,No,79.37,1449,2.77,21797,0.85,62.14
USA,2024,Diabetes,Bacterial,11.73,6.64,3.47,19-35,Female,989064,75.38,3.87,7.3,Therapy,22244,No,56.72,1680,2.68,44429,0.53,27.52
Turkey,2006,Diabetes,Genetic,6.25,7.72,8.79,61+,Male,518699,66.94,3.82,3.09,Surgery,9862,No,93.82,4942,3.95,28159,0.89,71.68
India,2019,Diabetes,Infectious,4.6,4.99,4.66,61+,Female,15149,81.94,4.01,4.45,Vaccination,17956,Yes,93.35,4374,3.37,48405,0.8,64.97
Mexico,2009,Diabetes,Genetic,16.96,13.44,5.68,36-60,Female,264509,87.29,1.45,9.25,Vaccination,46123,Yes,93.7,4770,3.88,54093,0.52,53.93
USA,2006,Diabetes,Chronic,17.32,13.28,6.65,36-60,Female,604732,50.82,2.51,1.45,Medication,20594,Yes,58.38,3161,0.64,21103,0.64,23.02
France,2012,Diabetes,Genetic,19.35,7.8,5.57,61+,Male,532841,60.98,1.79,9.91,Surgery,17187,No,94.97,2737,3.81,90845,0.58,35.71
UK,2008,Diabetes,Neurological,1.14,4.71,7.68,61+,Male,464724,81.19,4.57,6.71,Surgery,26505,No,79.33,702,9.34,23113,0.81,87.78
India,2001,Diabetes,Bacterial,1.72,7.21,2.54,36-60,Female,767805,81.04,0.52,9.42,Medication,5520,No,92.84,3312,9.26,46007,0.65,47.2
Australia,2014,Diabetes,Genetic,13.29,1.43,4.94,36-60,Male,984646,93.65,3.48,1.63,Surgery,47588,Yes,84.32,2820,8.94,88967,0.42,82.2
USA,2008,Diabetes,Chronic,10.07,5.08,8.71,0-18,Other,918427,63.97,4.9,1.83,Therapy,33519,Yes,75.62,4165,3.59,6787,0.48,27.13
Saudi Arabia,2014,Diabetes,Metabolic,1.23,8.26,1.06,0-18,Other,868267,92.05,4.89,8.61,Therapy,35675,No,73.17,1706,4.74,54011,0.42,28.93
Italy,2015,Diabetes,Autoimmune,9.23,11.54,1.16,36-60,Other,952816,86.56,4.71,3.69,Therapy,2458,Yes,91.05,1627,3.59,43704,0.75,41.28
Mexico,2009,Diabetes,Parasitic,19.84,10.08,9.94,19-35,Male,171772,79.41,2.0,4.36,Medication,10228,Yes,65.84,472,9.06,4145,0.44,34.12
Mexico,2004,Diabetes,Bacterial,18.66,12.99,6.44,0-18,Other,406989,92.84,4.99,9.1,Surgery,9840,Yes,91.87,2179,7.57,96953,0.88,66.47
Indonesia,2001,Diabetes,Neurological,9.72,4.52,2.67,61+,Other,420164,81.63,2.07,4.3,Therapy,4412,Yes,69.2,3266,6.3,3632,0.63,49.47
France,2004,Diabetes,Cardiovascular,8.74,2.82,4.16,36-60,Other,640534,90.24,2.05,4.15,Medication,1055,Yes,75.2,4732,4.89,55034,0.52,71.64
Turkey,2002,Diabetes,Respiratory,5.55,13.22,8.13,19-35,Other,938437,93.66,0.83,4.53,Therapy,48073,Yes,79.0,3,1.49,27141,0.85,28.55
Brazil,2020,Diabetes,Genetic,4.19,3.87,7.31,61+,Female,789323,55.57,2.83,9.18,Therapy,49598,No,70.82,1128,3.61,5038,0.86,23.52
Japan,2012,Diabetes,Metabolic,10.1,13.07,3.11,19-35,Female,120670,63.31,3.32,6.49,Surgery,7710,No,60.57,2306,1.11,21269,0.63,80.56
Turkey,2016,Diabetes,Autoimmune,5.06,1.06,2.08,36-60,Female,25679,91.34,1.73,8.58,Therapy,33241,Yes,81.18,2254,7.92,14467,0.74,32.94
Nigeria,2014,Diabetes,Cardiovascular,13.36,3.44,9.18,36-60,Female,833064,89.42,2.47,5.41,Surgery,14812,Yes,74.88,4499,2.06,63806,0.88,41.91
France,2011,Diabetes,Viral,7.96,1.52,0.69,61+,Female,374143,61.8,0.75,7.85,Medication,48176,Yes,59.32,2775,1.52,46083,0.71,60.19
China,2002,Diabetes,Viral,14.72,11.85,7.47,36-60,Female,794377,81.21,2.18,7.15,Vaccination,29567,Yes,55.89,519,7.17,99167,0.83,52.48
South Korea,2015,Diabetes,Autoimmune,6.23,14.18,9.46,0-18,Male,826903,90.31,2.51,4.98,Therapy,43083,Yes,95.45,952,8.16,61579,0.47,43.74
Nigeria,2013,Diabetes,Bacterial,0.55,3.32,9.06,61+,Other,191329,77.08,1.82,7.4,Vaccination,6353,Yes,59.59,4403,0.3,52193,0.88,39.72
Argentina,2003,Diabetes,Bacterial,5.9,10.04,9.54,61+,Female,893986,56.53,4.73,7.82,Therapy,45178,No,60.17,1712,4.02,3938,0.85,43.46
South Korea,2012,Diabetes,Respiratory,12.49,14.24,5.08,36-60,Male,610143,70.69,0.88,4.02,Surgery,3457,Yes,83.51,2176,7.52,77784,0.51,29.73
Argentina,2020,Diabetes,Respiratory,18.09,11.42,0.74,0-18,Male,459012,76.89,4.03,6.23,Surgery,14013,Yes,87.65,489,3.4,16863,0.41,30.67
South Korea,2018,Diabetes,Cardiovascular,12.51,3.19,1.11,61+,Other,295128,58.15,0.81,5.21,Therapy,8861,Yes,94.83,423,2.31,76307,0.71,88.05
China,2024,Diabetes,Parasitic,2.15,9.49,2.33,36-60,Female,492215,82.96,0.82,6.02,Therapy,46972,No,64.07,2159,1.4,19813,0.73,48.25
Brazil,2009,Diabetes,Respiratory,18.66,4.26,9.49,36-60,Female,631960,99.81,4.75,6.4,Vaccination,28073,No,84.18,4504,4.05,64394,0.45,25.27
Saudi Arabia,2004,Diabetes,Respiratory,13.83,13.17,7.97,61+,Male,643320,76.54,2.36,3.92,Vaccination,40265,No,61.58,2394,4.35,88335,0.79,57.35
France,2009,Diabetes,Cardiovascular,12.65,1.1,8.49,19-35,Female,722414,55.84,1.13,8.15,Medication,11118,Yes,86.69,2848,9.64,65545,0.43,55.37
Japan,2010,Diabetes,Chronic,16.13,4.28,1.84,61+,Other,245571,79.95,3.23,6.27,Therapy,23442,No,69.64,825,0.61,32075,0.59,68.28
South Korea,2011,Diabetes,Bacterial,8.02,4.99,3.74,61+,Male,825012,65.2,3.33,2.73,Surgery,44948,No,96.66,1266,5.87,30066,0.59,30.0
Brazil,2008,Diabetes,Respiratory,14.55,7.66,6.73,36-60,Other,459389,85.96,0.76,0.57,Medication,34441,Yes,73.0,1601,0.41,24035,0.42,28.73
Nigeria,2019,Diabetes,Cardiovascular,2.47,2.54,8.87,19-35,Female,588790,90.66,3.8,3.4,Vaccination,29278,Yes,69.29,4552,1.45,10131,0.75,82.55
Turkey,2018,Diabetes,Metabolic,11.24,1.01,7.72,61+,Female,644435,93.19,3.64,4.44,Therapy,2402,No,62.15,1269,4.86,49252,0.61,32.26
Nigeria,2013,Diabetes,Parasitic,0.61,5.56,2.11,0-18,Other,587835,76.23,3.58,6.02,Medication,17432,No,63.8,4185,5.2,96105,0.5,84.77
Canada,2022,Diabetes,Respiratory,10.05,10.47,2.08,19-35,Male,279037,66.24,0.51,1.47,Vaccination,3068,Yes,61.59,4132,4.59,63026,0.57,71.23
South Africa,2006,Diabetes,Viral,7.49,2.92,2.94,61+,Male,940174,66.98,2.66,3.04,Vaccination,27701,No,98.46,4584,6.91,46483,0.85,46.05
Turkey,2021,Diabetes,Neurological,11.49,9.31,1.99,0-18,Other,879642,86.81,3.67,6.87,Therapy,46998,Yes,80.98,2349,5.07,79015,0.61,31.64
France,2014,Diabetes,Infectious,17.17,10.94,5.32,19-35,Other,12008,94.61,2.49,3.09,Therapy,38026,No,96.39,2735,7.76,85548,0.43,67.98
Mexico,2019,Diabetes,Metabolic,11.43,3.79,0.48,0-18,Other,812476,64.79,3.01,2.39,Vaccination,17162,Yes,60.16,3135,3.11,50427,0.45,28.75
Australia,2017,Diabetes,Parasitic,8.29,13.9,5.01,0-18,Male,314820,60.75,4.08,8.6,Surgery,9427,No,97.74,2739,1.23,70744,0.66,27.96
Brazil,2009,Diabetes,Metabolic,0.26,10.19,7.44,19-35,Female,990577,90.92,3.24,4.4,Therapy,25017,No,94.07,4044,9.75,82803,0.73,43.88
Indonesia,2004,Diabetes,Neurological,19.78,4.01,2.69,61+,Other,499795,71.46,1.66,2.98,Medication,47699,No,69.11,1614,7.85,15611,0.86,39.67
China,2003,Diabetes,Autoimmune,17.28,7.37,8.82,19-35,Other,293281,90.66,4.33,7.34,Surgery,4584,No,93.5,760,8.5,77662,0.7,52.32
Saudi Arabia,2006,Diabetes,Infectious,18.95,2.87,5.7,19-35,Other,990800,74.03,2.76,8.59,Surgery,10059,No,67.58,3871,0.33,57788,0.85,57.54
Indonesia,2014,Diabetes,Metabolic,2.51,5.54,3.95,19-35,Male,602029,72.68,1.44,5.18,Medication,28883,No,52.81,3811,8.52,30246,0.49,55.36
South Africa,2009,Diabetes,Cardiovascular,5.69,3.77,6.75,36-60,Female,102399,86.09,3.44,3.01,Vaccination,13560,No,64.88,594,7.31,70886,0.76,87.85
Italy,2017,Diabetes,Respiratory,16.96,6.4,2.58,19-35,Male,74367,53.15,4.71,5.81,Vaccination,4708,No,50.87,3018,4.33,36449,0.59,23.6
South Africa,2019,Diabetes,Parasitic,2.02,2.97,5.27,36-60,Other,475263,79.11,4.74,5.6,Therapy,37285,No,78.27,4421,9.3,55887,0.4,44.68
South Africa,2008,Diabetes,Genetic,12.09,12.95,8.5,0-18,Female,132075,66.8,2.29,2.15,Medication,45434,Yes,94.31,3131,7.1,72637,0.75,26.83
France,2021,Diabetes,Chronic,18.4,14.62,9.73,19-35,Other,611713,55.64,4.91,9.99,Therapy,32018,No,71.88,3241,0.93,86857,0.69,30.61
Italy,2019,Diabetes,Chronic,6.35,5.01,0.6,0-18,Female,6585,60.52,2.81,2.2,Surgery,10617,No,78.14,125,5.12,23352,0.51,57.87
UK,2022,Diabetes,Genetic,8.9,8.36,7.73,36-60,Other,1698,71.42,4.88,2.34,Therapy,2824,No,53.23,540,3.18,45510,0.87,36.76
Turkey,2019,Diabetes,Neurological,0.95,12.15,7.53,0-18,Male,902212,70.6,4.13,3.01,Vaccination,37074,No,50.7,272,8.22,73678,0.55,35.96
Italy,2023,Diabetes,Neurological,0.77,7.04,3.79,36-60,Female,183017,94.2,3.04,2.19,Medication,40500,No,63.84,4784,4.15,97112,0.46,72.4
UK,2019,Diabetes,Metabolic,12.91,5.43,5.35,36-60,Other,389587,77.06,3.67,1.68,Surgery,5506,No,93.16,4080,4.4,92117,0.51,52.8
Saudi Arabia,2015,Diabetes,Neurological,16.3,4.45,1.28,61+,Other,341536,94.66,2.79,8.28,Vaccination,38237,Yes,81.19,594,8.81,24621,0.58,64.73
Germany,2001,Diabetes,Infectious,6.76,12.83,8.48,61+,Other,722302,52.44,4.36,7.93,Surgery,385,Yes,77.4,462,5.76,4450,0.41,32.77
Germany,2010,Diabetes,Cardiovascular,4.54,5.72,4.04,19-35,Male,466797,52.89,3.65,9.0,Therapy,933,No,62.21,948,4.41,16382,0.78,20.3
China,2022,Diabetes,Cardiovascular,7.71,13.16,8.01,36-60,Other,458688,81.64,3.84,7.17,Therapy,31380,No,53.92,4356,0.32,36727,0.86,72.92
Brazil,2002,Diabetes,Cardiovascular,10.6,1.31,7.04,19-35,Male,605575,95.12,1.77,9.79,Medication,35824,Yes,62.06,4481,8.09,64699,0.57,76.09
Germany,2003,Diabetes,Viral,2.69,8.99,6.28,19-35,Female,459150,78.25,4.2,3.66,Vaccination,5366,Yes,83.05,2324,5.35,83808,0.7,25.36
Argentina,2024,Diabetes,Autoimmune,15.98,5.28,6.91,61+,Female,315011,50.32,1.87,9.98,Surgery,15786,Yes,95.12,3165,6.79,22530,0.63,64.02
Germany,2020,Diabetes,Genetic,14.2,1.16,2.73,19-35,Male,854519,95.47,2.03,9.15,Surgery,5745,No,70.63,1867,4.26,65183,0.63,67.7
Indonesia,2007,Diabetes,Viral,17.91,14.6,5.13,0-18,Female,897690,78.26,1.16,6.58,Vaccination,5354,Yes,97.09,1176,7.56,51753,0.66,60.65
India,2005,Diabetes,Metabolic,15.64,14.44,2.15,19-35,Male,496269,74.24,3.35,0.81,Medication,40454,No,58.08,518,2.84,53535,0.86,30.52
